brand,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price
Tata,Automatic,2021,Petrol,1199,36520,1st owner,888000
Hyundai,Manual,2017,Petrol,1591,83038,1st owner,715000
KIA,Manual,2022,Petrol,998,22732,1st owner,1084000
Maruti,Manual,2017,Petrol,998,43683,2nd owner,337000
KIA,Automatic,2020,Diesel,1493,82433,1st owner,1036000
Maruti,Manual,2017,Petrol,1197,84098,1st owner,444000
Ford,Manual,2019,Diesel,1498,71456,1st owner,695000
Tata,Manual,2022,CNG,1199,22213,1st owner,675000
Hyundai,Manual,2017,Petrol,1197,50492,2nd owner,400000
Hyundai,Automatic,2017,Petrol,1591,74436,1st owner,817000
Hyundai,Manual,2013,Petrol,1197,71347,2nd owner,281000
Renault,Manual,2020,Petrol,999,29244,1st owner,543000
Honda,Manual,2015,Petrol,1497,48941,1st owner,573000
Ford,Manual,2019,Diesel,1498,68051,1st owner,703000
Honda,Automatic,2014,Petrol,1198,75833,1st owner,369000
Maruti,Automatic,2021,Petrol,1462,27739,1st owner,1037000
Maruti,Automatic,2016,Petrol,998,84574,1st owner,374000
Hyundai,Manual,2019,CNG,1086,75012,1st owner,437000
Honda,Manual,2016,Petrol,1497,91272,2nd owner,606000
Maruti,Automatic,2017,Petrol,998,43600,1st owner,473000
Maruti,Manual,2011,Petrol,1197,28823,1st owner,223000
Honda,Manual,2013,Petrol,1198,78963,2nd owner,252000
Maruti,Automatic,2017,Petrol,1373,91712,1st owner,596000
Maruti,Automatic,2022,Petrol,998,22666,1st owner,574000
Ford,Automatic,2017,Petrol,1499,48832,1st owner,605000
Maruti,Manual,2017,Petrol,1197,31714,1st owner,485000
Maruti,Automatic,2016,Petrol,998,65734,1st owner,386000
Maruti,Automatic,2017,Petrol,1373,93032,2nd owner,527000
Maruti,Manual,2017,Petrol,1197,29508,2nd owner,511000
Maruti,Manual,2011,Petrol,1197,28799,1st owner,222000
Tata,Manual,2022,CNG,1199,19968,1st owner,626000
Maruti,Automatic,2019,Petrol,1197,80225,1st owner,628000
Maruti,Automatic,2017,Petrol,,29841,1st owner,432000
Renault,Automatic,2020,Petrol,999,52957,1st owner,397000
Tata,Manual,2022,CNG,1199,12693,1st owner,624000
Maruti,Manual,2020,Petrol,998,39602,1st owner,344000
Maruti,Manual,2012,Petrol,1197,54388,1st owner,280000
Maruti,Manual,2018,Petrol,1462,76461,2nd owner,687000
Mahindra,Automatic,2022,Petrol,1197,13045,1st owner,1127000
Maruti,Automatic,2018,Petrol,1197,54458,2nd owner,522000
Maruti,Automatic,2019,Petrol,1462,31561,1st owner,761000
Maruti,Manual,2021,Petrol,1197,33986,1st owner,644000
Maruti,Automatic,2019,Petrol,1462,54342,1st owner,921000
Tata,Manual,2022,CNG,1199,39086,1st owner,747000
MG,Manual,2021,Diesel,1956,64687,1st owner,1548000
Maruti,Manual,2020,Petrol,1197,51871,2nd owner,610000
Maruti,Automatic,2018,Petrol,1197,70318,1st owner,509000
Hyundai,Manual,2020,Petrol,1197,20631,2nd owner,531000
Maruti,Manual,2012,Petrol,998,32697,1st owner,216000
Maruti,Manual,2015,Petrol,1197,69308,1st owner,416000
Maruti,Automatic,2015,Petrol,998,64427,2nd owner,324000
Maruti,Manual,2014,Petrol,998,65948,2nd owner,268000
Honda,Manual,2014,Petrol,1497,50829,1st owner,497000
Hyundai,Manual,2011,Petrol,1197,34169,1st owner,215000
Toyota,Manual,2011,Petrol,1496,83914,1st owner,212000
Maruti,Manual,2015,Petrol,1373,109884,1st owner,424000
Renault,Manual,2020,Petrol,999,35932,1st owner,408000
Maruti,Automatic,2017,Petrol,998,41900,1st owner,396000
Renault,Automatic,2020,Petrol,999,21527,2nd owner,418000
Hyundai,Automatic,2014,Petrol,1197,80495,2nd owner,360000
Maruti,Manual,2013,Petrol,1197,82502,1st owner,281000
Hyundai,Manual,2011,Petrol,1197,82650,1st owner,209000
Maruti,Automatic,2021,Petrol,998,27180,1st owner,466000
Honda,Manual,2020,Diesel,1498,45972,1st owner,692000
Toyota,Manual,2013,Petrol,1197,103571,2nd owner,257000
Tata,Manual,2022,Petrol,1199,14842,1st owner,1002000
Maruti,Automatic,2017,Petrol,1197,40326,2nd owner,522000
Hyundai,Manual,2011,Petrol,1197,71630,1st owner,209000
Honda,Manual,2015,Petrol,1198,95876,1st owner,328000
Maruti,Automatic,2018,Petrol,1197,37067,1st owner,608000
Hyundai,Manual,2021,Petrol,998,50568,1st owner,881000
Maruti,Manual,2011,Petrol,1197,41391,1st owner,181000
Mahindra,Manual,2020,Petrol,1197,31607,1st owner,859000
Hyundai,Manual,2019,Petrol,1591,19577,1st owner,926000
Tata,Manual,2022,Petrol,1199,42490,1st owner,975000
Mahindra,Automatic,2020,Diesel,1497,64788,1st owner,883000
Ford,Manual,2016,Petrol,1499,92575,1st owner,517000
Maruti,Manual,2022,Petrol,1462,16405,1st owner,1060000
Maruti,Manual,2020,CNG,998,67693,1st owner,504000
Maruti,Manual,2022,Petrol,998,24887,1st owner,520000
Maruti,Automatic,2018,Petrol,1373,119997,1st owner,643000
Maruti,Manual,2015,Petrol,1197,75397,1st owner,406000
Hyundai,Automatic,2016,Petrol,1197,25133,2nd owner,424000
Maruti,Automatic,2018,Petrol,998,54534,2nd owner,412000
Mahindra,Automatic,2021,Petrol,1197,16848,1st owner,1108000
Renault,Automatic,2020,Petrol,999,24963,1st owner,442000
Hyundai,Automatic,2015,Petrol,1197,80208,2nd owner,434000
Maruti,Manual,2017,Petrol,1197,58539,1st owner,420000
Maruti,Manual,2017,Petrol,1373,60227,1st owner,619000
Nissan,Manual,2022,Petrol,999,15128,1st owner,616000
Hyundai,Manual,2017,Petrol,,45515,2nd owner,417000
Toyota,Manual,2015,Petrol,1496,94749,1st owner,325000
Maruti,Automatic,2016,Petrol,998,47575,1st owner,429000
Hyundai,Manual,2016,Petrol,1197,72615,1st owner,412000
Hyundai,Manual,2017,Petrol,1197,60546,1st owner,386000
Maruti,Manual,2020,Petrol,998,43141,2nd owner,386000
Maruti,Automatic,2018,Petrol,1197,94466,1st owner,475000
Maruti,Manual,2011,Petrol,1197,47760,1st owner,223000
Maruti,Manual,2019,Petrol,1462,46705,1st owner,714000
Honda,Manual,2015,Petrol,1497,60965,1st owner,551000
Mahindra,Manual,2019,Petrol,1197,48044,1st owner,836000
Tata,Manual,2021,Petrol,1199,29284,1st owner,939000
Hyundai,Manual,2011,Petrol,1197,65182,2nd owner,194000
Mahindra,Automatic,2019,Diesel,2179,53206,2nd owner,1202000
Mahindra,Manual,2021,Petrol,1197,12532,1st owner,1011000
Maruti,Manual,2017,Petrol,1197,78186,1st owner,538000
Maruti,Automatic,2017,Petrol,1197,36618,1st owner,542000
Tata,Manual,2022,CNG,1199,37621,1st owner,723000
Maruti,Manual,2015,Petrol,1373,94942,1st owner,470000
Maruti,Manual,2019,Diesel,1498,92478,3rd owner,702000
Hyundai,Manual,2011,Petrol,1197,75338,2nd owner,164000
Maruti,Manual,2019,Petrol,,41726,1st owner,649000
Hyundai,Manual,2011,Petrol,1197,55760,2nd owner,178000
Honda,Manual,2019,CNG,1199,70849,2nd owner,514000
Maruti,Manual,2019,Petrol,1197,57073,1st owner,447000
Maruti,Manual,2019,Petrol,1197,43834,1st owner,577000
Tata,Manual,2021,Petrol,1199,10551,2nd owner,522000
Maruti,Manual,2023,Petrol,1462,8502,2nd owner,994000
Mahindra,Automatic,2021,Petrol,1997,38659,2nd owner,1231000
Toyota,Manual,2022,Petrol,1462,28970,1st owner,825000
Maruti,Manual,2023,Petrol,1462,7048,1st owner,1176000
Maruti,Manual,2020,Petrol,1197,44365,1st owner,583000
Hyundai,Manual,2015,Petrol,1197,76596,2nd owner,397000
KIA,Manual,2022,Diesel,1493,36166,1st owner,1034000
MG,Manual,2020,Petrol,1451,67143,1st owner,994000
Hyundai,Manual,2013,Petrol,1086,59572,1st owner,197000
Tata,Automatic,2023,Electric,,10423,1st owner,875000
Maruti,Automatic,2021,Petrol,1197,11486,1st owner,616000
Maruti,Manual,2015,Petrol,1373,45419,1st owner,459000
Hyundai,Manual,2022,Petrol,998,10797,1st owner,919000
Honda,Manual,2022,Petrol,1199,10819,1st owner,708000
Jeep,Manual,2019,Diesel,1956,36398,1st owner,1357000
Hyundai,Manual,2015,Petrol,1197,66783,1st owner,428000
Jeep,Manual,2019,Diesel,1956,45323,1st owner,994000
Mahindra,Automatic,2021,Petrol,1997,19467,1st owner,1334000
Honda,Manual,2013,Petrol,1198,107855,2nd owner,249000
Tata,Automatic,2022,Diesel,1956,20858,1st owner,1715000
Honda,Manual,2019,Petrol,1199,56996,1st owner,581000
Honda,Automatic,2015,Petrol,1198,44303,1st owner,380000
Hyundai,Manual,2018,Petrol,1197,41163,3rd owner,382000
Honda,Automatic,2018,Petrol,1199,49616,2nd owner,553000
Maruti,Automatic,2020,Petrol,1197,27579,2nd owner,670000
Maruti,Manual,2022,Petrol,796,2116,1st owner,406000
Honda,Manual,2019,Petrol,1199,54392,1st owner,562000
Hyundai,Manual,2015,Petrol,1197,51152,1st owner,477000
Maruti,Manual,2020,Petrol,1197,30892,1st owner,608000
Maruti,Manual,2017,Petrol,998,43944,1st owner,335000
Renault,Manual,2022,Petrol,999,36809,2nd owner,652000
Tata,Automatic,2022,Diesel,1497,34248,1st owner,1089000
Hyundai,Manual,2014,Petrol,1197,88848,2nd owner,269000
Hyundai,Manual,2014,Petrol,1197,54137,1st owner,362000
Tata,Manual,2020,Diesel,1497,25672,1st owner,938000
Maruti,Manual,2016,Petrol,796,49442,1st owner,234000
Tata,Manual,2022,Petrol,1199,30719,1st owner,831000
Maruti,Manual,2017,CNG,1197,88225,1st owner,407000
Mahindra,Automatic,2019,Diesel,2179,47525,2nd owner,1119000
Maruti,Manual,2014,Petrol,998,57918,2nd owner,251000
Maruti,Automatic,2019,Petrol,1197,47915,2nd owner,627000
Maruti,Automatic,2017,Petrol,998,49080,1st owner,322000
Maruti,Automatic,2021,Petrol,1197,39272,2nd owner,710000
Hyundai,Automatic,2017,Petrol,1197,52658,1st owner,477000
Maruti,Automatic,2016,Petrol,998,68891,1st owner,360000
Honda,Manual,2018,Petrol,1199,44929,1st owner,513000
Maruti,Manual,2020,CNG,998,65103,1st owner,494000
Hyundai,Manual,2014,Petrol,1197,89712,2nd owner,297000
Tata,Automatic,2021,Petrol,1199,43545,1st owner,912000
Toyota,Manual,2011,Petrol,1496,71433,1st owner,232000
Maruti,Manual,2020,Petrol,1197,58514,1st owner,626000
Honda,Manual,2015,Petrol,1198,115667,1st owner,368000
Maruti,Manual,2019,Petrol,1197,29453,1st owner,519000
Datsun,Manual,2020,Petrol,999,39841,1st owner,342000
Renault,Automatic,2021,Petrol,999,24365,1st owner,679000
Hyundai,Manual,2013,Petrol,,44757,2nd owner,209000
Honda,Manual,2015,CNG,1497,77885,1st owner,565000
Maruti,Automatic,2018,Petrol,1197,42726,2nd owner,435000
Honda,Manual,2019,Petrol,1199,37520,1st owner,630000
Tata,Automatic,2022,Electric,,56728,1st owner,1350000
Maruti,Automatic,2014,Petrol,998,102506,1st owner,291000
KIA,Manual,2022,Petrol,1353,17046,2nd owner,1441000
Hyundai,Manual,2016,Petrol,1197,84053,1st owner,434000
Hyundai,Manual,2016,Petrol,1591,69725,1st owner,684000
Hyundai,Manual,2022,CNG,1197,17709,1st owner,750000
KIA,Automatic,2019,Diesel,1493,29529,1st owner,1249000
Datsun,Manual,2018,Petrol,799,45255,1st owner,225000
Hyundai,Manual,2019,Petrol,1197,32118,1st owner,662000
Maruti,Manual,2016,Petrol,998,79338,1st owner,325000
Honda,Manual,2014,Petrol,1198,58114,1st owner,290000
Maruti,Manual,2020,Petrol,1197,39683,1st owner,485000
Mahindra,Manual,2020,Diesel,,79567,1st owner,820000
Hyundai,Manual,2018,CNG,1197,103921,1st owner,438000
KIA,Automatic,2022,Diesel,,39906,1st owner,1608000
Hyundai,Manual,2021,Petrol,1197,14126,1st owner,553000
Maruti,Manual,2014,Petrol,998,53493,1st owner,262000
MG,Manual,2021,Petrol,1451,38816,1st owner,1503000
Hyundai,Manual,2022,Petrol,1197,25009,1st owner,657000
Hyundai,Automatic,2020,Petrol,1353,48230,2nd owner,1414000
Mahindra,Manual,2021,Diesel,1493,35315,1st owner,860000
Mahindra,Manual,2021,Diesel,2179,68721,1st owner,1480000
Honda,Manual,2018,CNG,,73050,1st owner,492000
Maruti,Manual,2016,Petrol,1197,50176,1st owner,390000
Maruti,Manual,2018,CNG,998,65780,2nd owner,351000
Hyundai,Manual,2017,Petrol,1591,87228,1st owner,739000
Maruti,Manual,2015,Petrol,1197,43805,1st owner,372000
Maruti,Automatic,2021,Petrol,1197,29279,1st owner,647000
Honda,Automatic,2018,Petrol,,55884,1st owner,616000
Hyundai,Manual,2019,Petrol,1197,69807,3rd owner,447000
KIA,Manual,2022,Diesel,1493,44548,1st owner,1340000
Maruti,Manual,2014,CNG,998,81616,2nd owner,280000
Maruti,Manual,2018,Petrol,796,68182,2nd owner,272000
Maruti,Automatic,2022,Petrol,1462,29231,1st owner,1055000
Maruti,Manual,2018,Petrol,1197,57568,1st owner,432000
Maruti,Manual,2019,Petrol,1197,43305,1st owner,553000
Renault,Automatic,2017,Petrol,999,56687,1st owner,279000
Mahindra,Manual,2016,Petrol,1198,27368,1st owner,337000
Tata,Manual,2022,CNG,,32677,1st owner,727000
Honda,Manual,2017,Petrol,1497,70725,2nd owner,613000
KIA,Automatic,2021,Petrol,1353,13153,1st owner,1491000
Honda,Manual,2019,Petrol,1199,58524,2nd owner,504000
Maruti,Manual,2020,Petrol,1462,82142,1st owner,730000
Hyundai,Manual,2014,CNG,1197,83724,2nd owner,362000
Maruti,Manual,2013,Petrol,998,19147,2nd owner,247000
Hyundai,Manual,2019,CNG,1086,63126,1st owner,474000
Hyundai,Manual,2015,CNG,1197,71476,1st owner,443000
Tata,Manual,2022,CNG,1199,40949,1st owner,721000
Maruti,Manual,2017,Petrol,998,98904,1st owner,273000
Tata,Automatic,2023,Electric,,40647,1st owner,1411000
Ford,Manual,2013,Petrol,1499,79269,1st owner,335000
Honda,Manual,2017,Petrol,1199,52817,2nd owner,537000
Hyundai,Manual,2015,Petrol,1197,101695,2nd owner,429000
Maruti,Manual,2018,Petrol,1197,76745,1st owner,590000
Maruti,Automatic,2020,Petrol,998,31302,1st owner,436000
Hyundai,Automatic,2019,Petrol,1197,23115,1st owner,607000
KIA,Manual,2022,Petrol,1497,29134,1st owner,1222000
Maruti,Automatic,2016,Petrol,1197,89112,1st owner,475000
Maruti,Automatic,2022,Petrol,1197,20115,1st owner,625000
Mahindra,Automatic,2022,Diesel,2184,26005,1st owner,1593000
Honda,Manual,2018,Petrol,1497,35709,1st owner,721000
Ford,Manual,2021,Diesel,1498,70310,1st owner,831000
Maruti,Manual,2018,Petrol,1197,73844,2nd owner,537000
Hyundai,Manual,2015,Petrol,1197,54932,1st owner,455000
Honda,Manual,2017,Petrol,1198,45651,2nd owner,424000
Tata,Manual,2017,Petrol,1199,73180,1st owner,387000
Maruti,Manual,2021,Petrol,1197,52266,1st owner,584000
Hyundai,Manual,2021,Petrol,1197,44186,1st owner,709000
Honda,Manual,2016,CNG,1497,71930,2nd owner,570000
Maruti,Manual,2023,Petrol,998,7540,1st owner,466000
Maruti,Manual,2023,CNG,1197,28162,1st owner,614000
Honda,Manual,2019,Petrol,1199,79639,1st owner,694000
Tata,Manual,2018,Petrol,1198,36153,2nd owner,548000
MG,Automatic,2023,Petrol,1451,30857,1st owner,2004000
Ford,Manual,2021,Diesel,1498,24617,1st owner,873000
Tata,Automatic,2022,Diesel,1956,44610,1st owner,1655000
Nissan,Manual,2012,Petrol,1198,86119,1st owner,184000
Mahindra,Manual,2023,Diesel,1497,6428,1st owner,1400000
Hyundai,Manual,2014,Petrol,814,43937,1st owner,218000
Honda,Automatic,2022,Petrol,1498,9308,1st owner,1144000
Hyundai,Manual,2017,Petrol,1591,31841,1st owner,771000
Honda,Automatic,2019,Petrol,1498,49976,1st owner,660000
Hyundai,Manual,2013,Petrol,1591,77451,2nd owner,387000
Hyundai,Manual,2017,Petrol,1591,53041,2nd owner,701000
Maruti,Manual,2014,Petrol,1197,73079,1st owner,372000
Toyota,Manual,2022,Petrol,2694,21296,1st owner,2051000
Honda,Manual,2015,Petrol,1198,27779,1st owner,367000
Ford,Manual,2019,Petrol,1497,74910,1st owner,692000
Hyundai,Manual,2019,Petrol,1197,72742,1st owner,462000
Tata,Automatic,2021,Diesel,1956,62380,1st owner,1864000
Honda,Automatic,2021,Petrol,1199,30141,1st owner,786000
Renault,Automatic,2018,Petrol,1498,107311,1st owner,614000
Maruti,Manual,2022,CNG,796,21397,1st owner,427000
Mahindra,Manual,2022,Diesel,,57845,1st owner,935000
Hyundai,Manual,2017,Petrol,1591,97913,2nd owner,676000
Maruti,Automatic,2016,Petrol,998,44902,2nd owner,289000
Hyundai,Manual,2019,Petrol,1197,42870,1st owner,498000
Honda,Manual,2018,Diesel,1498,33476,1st owner,752000
Honda,Manual,2013,Petrol,1497,84818,1st owner,471000
Renault,Manual,2015,Diesel,,94510,2nd owner,574000
Ford,Manual,2016,Petrol,1499,71617,1st owner,625000
Renault,Manual,2017,Diesel,1461,71918,2nd owner,749000
Maruti,Manual,2016,Petrol,998,65574,3rd owner,318000
Maruti,Automatic,2018,Petrol,998,40683,1st owner,504000
Maruti,Manual,2022,Petrol,1197,23050,1st owner,754000
Hyundai,Manual,2014,Diesel,1396,35024,1st owner,520000
Mahindra,Automatic,2023,Petrol,1997,11330,1st owner,2487000
Tata,Manual,2020,Petrol,1199,11336,1st owner,735000
Renault,Automatic,2020,Petrol,999,24745,1st owner,483000
Mahindra,Automatic,2023,Petrol,1997,11796,1st owner,1445000
Maruti,Manual,2015,Petrol,998,31672,1st owner,414000
Hyundai,Manual,2018,Petrol,1197,26623,2nd owner,483000
Maruti,Automatic,2019,Petrol,998,56397,1st owner,483000
Hyundai,Manual,2010,Petrol,,62220,2nd owner,271000
Renault,Automatic,2017,Petrol,999,46878,2nd owner,357000
Maruti,Automatic,2016,Petrol,998,21014,1st owner,431000
Maruti,Manual,2015,Petrol,998,69696,1st owner,418000
Hyundai,Manual,2016,Petrol,1197,43248,1st owner,658000
Tata,Manual,2023,Petrol,1199,14929,1st owner,897000
Renault,Manual,2021,Petrol,999,54387,1st owner,590000
KIA,Manual,2019,Diesel,1493,40508,2nd owner,1120000
Hyundai,Manual,2013,Petrol,1197,97083,1st owner,350000
Tata,Manual,2022,Petrol,1199,16535,1st owner,866000
Maruti,Manual,2014,Petrol,,32533,1st owner,480000
Volkswagen,Automatic,2018,Diesel,1498,63632,2nd owner,692000
Tata,Manual,2022,Diesel,1956,49190,1st owner,1687000
KIA,Automatic,2020,Diesel,1493,94361,2nd owner,1020000
Renault,Automatic,2020,Petrol,999,27782,1st owner,483000
Maruti,Manual,2017,Petrol,998,38004,2nd owner,452000
Maruti,Manual,2016,Petrol,1197,57333,1st owner,619000
Hyundai,Manual,2016,Diesel,1582,69384,2nd owner,730000
Hyundai,Automatic,2021,Petrol,1197,30962,2nd owner,863000
Renault,Manual,2021,Petrol,999,37624,1st owner,706000
Maruti,Manual,2023,Petrol,1197,19575,1st owner,692000
Hyundai,Automatic,2015,Diesel,1582,106215,1st owner,835000
Maruti,Manual,2023,Petrol,998,9152,1st owner,541000
Tata,Automatic,2020,Petrol,1199,45096,1st owner,997000
Hyundai,Automatic,2020,Petrol,1353,13530,2nd owner,1513000
Hyundai,Manual,2019,Petrol,1197,50441,1st owner,565000
Hyundai,Automatic,2021,Petrol,1197,36554,1st owner,690000
Toyota,Manual,2020,Petrol,1197,98650,1st owner,740000
Hyundai,Automatic,2021,Petrol,998,30322,1st owner,1041000
Hyundai,Manual,2015,Petrol,1197,73390,1st owner,418000
Hyundai,Manual,2018,Petrol,1086,44778,1st owner,456000
Tata,Automatic,2021,Petrol,1199,31090,1st owner,688000
Honda,Manual,2018,Petrol,,58535,2nd owner,641000
KIA,Automatic,2020,Petrol,998,36244,1st owner,1069000
Hyundai,Manual,2016,Petrol,1591,69273,2nd owner,826000
Maruti,Automatic,2017,Petrol,1197,80229,1st owner,624000
Renault,Manual,2018,Petrol,799,39413,2nd owner,329000
Datsun,Manual,2021,Petrol,999,20686,1st owner,489000
Volkswagen,Automatic,2016,Petrol,1197,88166,2nd owner,655000
Maruti,Manual,2014,Petrol,,70724,1st owner,465000
Hyundai,Automatic,2019,Petrol,1086,31510,1st owner,521000
Renault,Automatic,2018,Petrol,1498,36228,2nd owner,764000
Maruti,Manual,2018,Petrol,1197,92528,2nd owner,456000
Maruti,Automatic,2022,Petrol,1462,18659,1st owner,1269000
Maruti,Manual,2016,Petrol,1197,68284,1st owner,554000
Honda,Manual,2020,Petrol,1199,35911,2nd owner,712000
KIA,Manual,2020,Diesel,1493,51041,2nd owner,1152000
Hyundai,Manual,2019,Petrol,1197,65145,1st owner,551000
KIA,Automatic,2022,Petrol,1353,32533,1st owner,1665000
Hyundai,Manual,2014,Petrol,1197,67606,1st owner,412000
Maruti,Automatic,2017,Petrol,998,44109,2nd owner,482000
Hyundai,Manual,2014,Petrol,,48379,2nd owner,311000
Maruti,Automatic,2020,Petrol,1462,44980,1st owner,947000
Tata,Automatic,2019,Petrol,1198,59737,2nd owner,766000
Renault,Manual,2023,Petrol,999,1768,1st owner,561000
Maruti,Manual,2018,Petrol,1462,30948,1st owner,743000
Hyundai,Manual,2018,Petrol,1197,15854,1st owner,568000
Maruti,Manual,2023,Petrol,998,5654,1st owner,550000
Hyundai,Manual,2019,Diesel,1493,52061,2nd owner,1001000
Maruti,Manual,2013,Diesel,1248,96413,1st owner,383000
Maruti,Manual,2020,Petrol,998,36650,1st owner,435000
Tata,Automatic,2022,Petrol,1199,45037,1st owner,882000
Renault,Manual,2021,Petrol,999,41535,1st owner,469000
Renault,Manual,2016,Diesel,1461,51829,1st owner,765000
Maruti,Manual,2019,Petrol,998,35153,2nd owner,392000
Tata,Automatic,2022,Diesel,1956,32613,2nd owner,1816000
Renault,Manual,2017,Petrol,799,33582,1st owner,360000
Maruti,Automatic,2015,Petrol,998,33709,1st owner,416000
Renault,Automatic,2019,Petrol,,23998,1st owner,502000
Hyundai,Manual,2022,Petrol,998,35746,1st owner,1160000
Hyundai,Automatic,2019,Petrol,998,43922,2nd owner,865000
Renault,Manual,2021,Petrol,999,15159,1st owner,483000
Renault,Automatic,2018,Petrol,999,19178,1st owner,413000
Hyundai,Manual,2015,Petrol,1197,31281,1st owner,489000
Maruti,Automatic,2017,Petrol,1197,39601,2nd owner,585000
Mahindra,Manual,2016,Diesel,1493,38730,2nd owner,603000
Maruti,Manual,2017,Petrol,1197,54225,1st owner,661000
Hyundai,Manual,2013,Diesel,1582,46332,1st owner,506000
Hyundai,Automatic,2018,Petrol,1197,50840,1st owner,597000
Maruti,Automatic,2015,Petrol,998,70593,1st owner,420000
Tata,Automatic,2023,Petrol,1199,2280,1st owner,773000
Maruti,Automatic,2018,Petrol,1197,57341,1st owner,591000
Renault,Manual,2018,Petrol,799,90747,2nd owner,306000
Renault,Automatic,2021,Petrol,999,10015,1st owner,487000
Honda,Manual,2016,Petrol,1198,51836,2nd owner,421000
Honda,Automatic,2017,Petrol,1497,42019,1st owner,889000
Renault,Manual,2021,Petrol,999,14852,1st owner,594000
Hyundai,Automatic,2022,Petrol,1197,12885,1st owner,1042000
Maruti,Manual,2017,Petrol,998,42178,1st owner,443000
Renault,Manual,2014,Diesel,1461,83897,1st owner,292000
Tata,Manual,2021,Petrol,1199,31073,2nd owner,564000
Hyundai,Automatic,2021,Petrol,1497,26949,2nd owner,1269000
Volkswagen,Manual,2013,Petrol,1198,85861,3rd owner,407000
Maruti,Automatic,2016,Petrol,1197,83635,3rd owner,531000
Maruti,Automatic,2022,Petrol,998,9778,1st owner,610000
Volkswagen,Manual,2019,Petrol,999,45905,2nd owner,675000
Tata,Manual,2021,Diesel,1497,30989,1st owner,908000
Renault,Manual,2021,Petrol,999,3779,1st owner,484000
Maruti,Manual,2017,Petrol,1197,67549,1st owner,660000
Hyundai,Manual,2018,Petrol,1197,65464,3rd owner,511000
Toyota,Manual,2022,Petrol,1197,48331,1st owner,720000
Renault,Manual,2023,Petrol,999,20237,1st owner,752000
Hyundai,Manual,2012,Petrol,1197,52538,2nd owner,401000
Honda,Manual,2011,Petrol,1497,68165,3rd owner,347000
Mahindra,Manual,2018,Petrol,1198,35107,1st owner,495000
Mahindra,Manual,2015,Diesel,2179,75492,2nd owner,884000
Maruti,Manual,2015,Petrol,1373,95738,2nd owner,485000
Hyundai,Manual,2018,Petrol,1591,32982,1st owner,846000
Volkswagen,Automatic,2016,Petrol,1197,67884,2nd owner,680000
Maruti,Manual,2018,Petrol,1462,91581,1st owner,648000
Renault,Manual,2022,Petrol,999,16120,2nd owner,504000
Maruti,Manual,2014,Petrol,796,64243,1st owner,279000
Skoda,Automatic,2022,Petrol,1498,18748,1st owner,1742000
Renault,Automatic,2017,Petrol,999,55810,2nd owner,364000
Hyundai,Manual,2022,Petrol,1197,38428,1st owner,845000
Maruti,Manual,2015,Petrol,1373,25381,1st owner,639000
Tata,Manual,2016,Petrol,1199,39182,2nd owner,385000
Mahindra,Automatic,2021,Petrol,1997,52188,1st owner,1365000
Renault,Automatic,2017,Petrol,999,89552,2nd owner,327000
Maruti,Automatic,2022,Petrol,1462,29126,1st owner,1167000
Hyundai,Automatic,2022,Petrol,1353,20634,1st owner,1777000
Renault,Manual,2018,Petrol,799,45146,3rd owner,291000
Honda,Manual,2017,Petrol,1199,46533,2nd owner,672000
Hyundai,Manual,2011,Petrol,1197,89388,3rd owner,249000
Maruti,Manual,2021,Petrol,998,22245,1st owner,555000
Hyundai,Manual,2022,Petrol,1197,9802,1st owner,905000
Hyundai,Automatic,2022,Diesel,1493,27509,1st owner,1760000
Honda,Manual,2014,Petrol,1198,73789,1st owner,365000
Maruti,Manual,2016,Petrol,1197,44499,2nd owner,509000
Maruti,Manual,2016,Petrol,998,46246,1st owner,448000
Honda,Manual,2019,Petrol,1497,55227,1st owner,863000
Maruti,Manual,2013,Diesel,1248,93871,3rd owner,375000
Jeep,Automatic,2018,Petrol,1368,42905,2nd owner,1309000
Maruti,Manual,2010,Petrol,998,103867,2nd owner,191000
Maruti,Manual,2014,Petrol,1373,92758,2nd owner,571000
Maruti,Manual,2022,Petrol,998,28788,1st owner,563000
Honda,Automatic,2019,Diesel,1498,54515,2nd owner,675000
Hyundai,Manual,2022,CNG,1197,16247,1st owner,749000
Skoda,Manual,2013,Petrol,1598,67426,1st owner,468000
Maruti,Automatic,2022,Petrol,1197,31707,1st owner,842000
Nissan,Automatic,2013,Petrol,1198,63505,2nd owner,337000
Hyundai,Automatic,2020,Petrol,1353,32794,1st owner,1469000
Renault,Automatic,2019,Petrol,,17107,2nd owner,490000
Maruti,Automatic,2023,Petrol,998,3951,1st owner,648000
Tata,Manual,2020,Petrol,1199,67069,1st owner,800000
Maruti,Manual,2016,Petrol,1197,74061,2nd owner,521000
Maruti,Automatic,2017,Petrol,1197,57506,1st owner,559000
Hyundai,Manual,2017,Petrol,1591,55852,1st owner,801000
Maruti,Automatic,2020,Petrol,1197,38807,2nd owner,721000
Mahindra,Automatic,2021,Petrol,1997,54460,1st owner,1364000
Renault,Automatic,2020,Petrol,999,17546,1st owner,454000
KIA,Manual,2022,Diesel,1493,21176,1st owner,1089000
Toyota,Manual,2014,Diesel,1364,121920,1st owner,430000
Renault,Automatic,2019,Petrol,1498,67575,1st owner,707000
Hyundai,Manual,2015,Petrol,1197,109185,1st owner,564000
Volkswagen,Manual,2022,Petrol,999,15979,1st owner,1425000
